id,sire,dam
I0799I,NA,99I
I07X87,NA,X87
I0821G,NA,21G
I0821N,NA,21N
I0829I,NA,29I
I0878T-F,NA,78T
I0896A,NA,96A
I08X97,NA,X97
I0921G,NA,21G
I093A4,NA,3A4
I093A9,NA,3A9
I0945R,NA,45R
I0951V,NA,51V
I0955V,NA,55V
I0965Z,NA,65Z
I09N16,NA,N16
I1000J,NA,00J
I1002G,NA,02G
I1012T,NA,12T
I1016S,NA,16S
I1017C,NA,17C
I1020F,NA,20F
I1021N,NA,21N
I1028I,NA,28I
I1028J,NA,28J
I1029B,NA,29B
I1030F,NA,30F
I1033Z,NA,33Z
I1034B,NA,34B
I1035N,NA,35N
I1037V,NA,37V
I103A4,NA,3A4
I103A9,NA,3A9
I103B1,NA,3B1
I1042A,NA,42A
I1042B,NA,42B
I1042O,NA,42O
I1042V,NA,42V
I1043I,NA,43I
I1044V,NA,44V
I1045F,NA,45F
I1050I,NA,50I
I1051V,NA,51V
I1054B,NA,54B
I1055R,NA,55R
I1055V,NA,55V
I1056A,NA,56A
I1056R,NA,56R
I1059F,NA,59F
I1061K,NA,61K
I1062H,NA,62H
I1062S,NA,62S
I1064D,NA,64D
I1065Z,NA,65Z
I1068V,NA,68V
I1071J,NA,71J
I1078T-1,NA,78T
I1078T-2,NA,78T
I1081E,NA,81E
I1082A,NA,82A
I1087F,NA,87F
I1087K,NA,87K
I1093I,NA,93I
I1093O,NA,93O
I1096A,NA,96A
I10T03,NA,T03
I10V78,NA,V78
I10X17,NA,X17
I10X97,NA,X97
I10Z51,NA,Z51
I26,NA,A94
i84940,NA,940
i84B29,NA,B29
i89F09,NA,F09
i89I94,NA,I94
i89I96,NA,I96
i89J13,NA,J13
i90J13,NA,J13
i90J58,NA,J58
i90J79,NA,J79
i91A94,NA,A94
i91G35,NA,G35
i91H85,NA,H85
i91I18,NA,I18
i91I94,NA,I94
i91J15,NA,J15
i91J46,NA,J46
i91K69,NA,K69
i91L50,NA,L50
i91L50a,NA,L50
i91L52,NA,L52
i91L72,NA,L72
i91L73,NA,L73
i92A94,NA,A94
i92F09,NA,F09
i92G35,NA,G35
i92H03,NA,H03
i92H60,NA,H60
i92H85,NA,H85
i92J15,NA,J15
i92J96,NA,J96
i92K35,NA,K35
i92K37,NA,K37
i92K45,NA,K45
i92K69,NA,K69
i92K98,NA,K98
i92L19,NA,L19
i92L21,NA,L21
i92L52,NA,L52
i92L73,NA,L73
i92N54,NA,N54
i92N68,NA,N68
i92N79,NA,N79
i93G31,NA,G31
i93H03,NA,H03
i93H54,NA,H54
i93I89,NA,I89
i93L21,NA,L21
i93N57,NA,N57
i93N58,NA,N58
i93N66,NA,N66
i93O21,NA,O21
i93R72,NA,R72
i93S58,NA,S58
i93T08,NA,T08
i93T23,NA,T23
i94G31,NA,G31
i94H54,NA,H54
i94H95,NA,H95
i94I89,NA,I89
i94J13,NA,J13
i94K08,NA,K08
i94K51,NA,K51
i94L21,NA,L21
i94L49,NA,L49
i94N57,NA,N57
i94N66,NA,N66
i94N68,NA,N68
i94O21,NA,O21
i94O42,NA,O42
i94R62,NA,R62
i94R72,NA,R72
i94S54,NA,S54
i94S57,NA,S57
i94S58,NA,S58
i94T23,NA,T23
i94T75,NA,T75
i94T85,NA,T85
i94V43,NA,V43
i94V51,NA,V51
i94V53,NA,V53
i94V54,NA,V54
i94V67,NA,V67
i94V71,NA,V71
i94X73,NA,X73
i95H95,NA,H95
i95J61,NA,J61
i95L81,NA,L81
i95O42,NA,O42
i95R72,NA,R72
i95R75,NA,R75
i95R78,NA,R78
i95S57,NA,S57
i95S59,NA,S59
i95T51,NA,T51
i95T76,NA,T76
i95V65,NA,V65
i95X17,NA,X17
i95X44,NA,X44
i95X67,NA,X67
i95Z67,NA,Z67
i9629A,NA,29A
i96J41,NA,J41
i96N37,NA,N37
i96O43,NA,O43
i96S55,NA,S55
i96T03,NA,T03
i96T27,NA,T27
i96T98,NA,T98
i9723B,NA,23B
i97O63,NA,O63
i97O96,NA,O96
i97V65,NA,V65
i9817C,NA,17C
i9827C,NA,27C
i9851B,NA,51B
i9856A,NA,56A
i9874B,NA,74B
i9883C,NA,83C
i9884C,NA,84C
i9894A,NA,94A
i98J79,NA,J79
i98R75,NA,R75
i98R78,NA,R78
i98S55,NA,S55
i98X83,NA,X83
i98Z72,NA,Z72
i9901B,NA,01B
i9905A,NA,05A
i9907A,NA,07A
i9934B,NA,34B
i9964D,NA,64D
i9983C,NA,83C
i9996A,NA,96A
i9998C,NA,98C
i99K83,NA,K83
i99N16,NA,N16
i99V76,NA,V76
i99X83,NA,X83
i99Z52,NA,Z52
ii04V78,NA,V78
K31,NA,A94
L01,D10,G04
L56,NA,A94
L67,NA,G35
N61,978,G31
N63,NA,H03
N67,NA,H54
N84,NA,H85
N91,NA,A94
N95,NA,G35
O32,J19,C62
O68,NA,H95
O89,NA,H60
R86,NA,I89
R91,NA,G31
R93,D71,H54
R99,NA,A94
S26,NA,H85
S31,NA,G35
S49,NA,H95
S79,E93,I71
S85,NA,J46
S91,NA,H03
S99,NA,I18
T09,NA,I43
T21,NA,J15
T22,NA,J41
T25,NA,K08
T63,NA,K35
T68,NA,G35
T69,NA,A94
T80,NA,G31
V01,NA,H85
V11,NA,H54
V14,536,H60
V16,708,I94
V19,NA,H95
V20,NA,J96
V23,NA,F09
V27,NA,K37
V50,NA,K15
V56,NA,H03
V86,NA,H95
X07,NA,K51
X08,NA,I89
X10,NA,J13
X12,NA,H54
X28,D10,I31
X39,NA,I43
X64,NA,G31
X74,NA,K45
X75,NA,J41
X89,NA,J61
Z05,NA,O43
Z20,NA,O96
Z23,NA,N66
Z25,NA,G31
Z32,NA,I89
Z43,NA,H54
Z48,NA,O42
Z53,NA,O33
Z58,NA,K08
Z62,NA,L81
Z69,NA,H95
Z80,NA,K51
00I,Z76,T98
05L,NA,Z99
0D7,NA,37P
16A,NA,N63
1E0,09L,21K
2E0,99L,X83
2E1,NA,01P
2E3,84J,58N
3E0,15N,22H
5E5,64K,32S
61F,NA,X37
84T,NA,13B
8E3,07D,87K
92R,NA,93A
99T,84G,T03
9E0,94H,74T
9E1,20J,60P
i0014c,NA,14C
i0018A,NA,18A
i0025D,NA,25D
i0033C,NA,33C
i0035F,NA,35F
i0043F,NA,43F
i0071E,NA,71E
i0089A,NA,89A
i0112H,NA,12H
i0114C,NA,14C
i0118A,NA,18A
i0132A,NA,32A
i0138F,NA,38F
i0157A,NA,57A
I0167G,NA,67G
i0170H,NA,70H
i0171E,NA,71E
i0174C,NA,74C
i0176H,NA,76H
i0191A,NA,91A
i01X37,NA,X37
i01Z53,NA,Z53
i0203I,NA,03I
i0213H,NA,13H
i0214C,NA,14C
i0218A,NA,18A
i0233G,NA,33G
i0254I,NA,54I
i0257A,NA,57A
i0267F,NA,67F
i0270H,NA,70H
i0271E,NA,71E
i0272G,NA,72G
i0276H,NA,76H
i0298H,NA,98H
i0299A,NA,99A
i02Z81,NA,Z81
i0311I,NA,11I
i0321H,NA,21H
i0328H,NA,28H
i0329J,NA,29J
i0332G,NA,32G
i0335F,NA,35F
i0336D,NA,36D
i0337B,NA,37B
i0341C,NA,41C
i0343F,NA,43F
i0346K,NA,46K
i0355F,NA,55F
i0367F,NA,67F
i0369F,NA,69F
i0374K,NA,74K
i0376I,NA,76I
i0382C,NA,82C
i0382H,NA,82H
i0389A,NA,89A
i0391A,NA,91A
i0393A,NA,93A
i0396K,NA,96K
i03X33,NA,X33
i0410C,NA,10C
I0410L,NA,10L
i0413B,NA,13B
I0417O,NA,17O
I0419L,NA,19L
I0420C,NA,20C
i0428H,NA,28H
i0429J,NA,29J
I0433C,NA,33C
i0433H,NA,33H
I0437B,NA,37B
i0441C,NA,41C
i0447L,NA,47L
I0467F,NA,67F
i0469F,NA,69F
I0476D,NA,76D
i0476J,NA,76J
I0489A,NA,89A
I0491A,NA,91A
I0493A,NA,93A
i0496K,NA,96K
I04X33,NA,X33
I0506A,NA,06A
I0511N,NA,11N
I0513H,NA,13H
I0529J,NA,29J
i0531L,NA,31L
i0532G,NA,32G
i0561J,NA,61J
I0588I,NA,88I
I0606A,NA,06A
I0611N,NA,11N
I0613H,NA,13H
I0617O,NA,17O
I0625O,NA,25O
I0629J,NA,29J
I0630O,NA,30O
I0633C,NA,33C
I0640L,NA,40L
I0646K,NA,46K
I0658H,NA,58H
I0664P,NA,64P
I0667G,NA,67G
I0671G,NA,71G
I0676I,NA,76I
I0676J,NA,76J
I0679I,NA,79I
I0696G-1,NA,96G
I0721H,NA,21H
I0725O,NA,25O
I0732S,NA,32S
I0735R,NA,35R
I0755H,NA,55H
I0768C,NA,68C
I0776D,NA,76D
I0799N,NA,99N
I07Z53,NA,Z53
I0803J,NA,03J
I0806A,NA,06A
I0810C,NA,10C
I0813H,NA,13H
I0828N,NA,28N
I0829J,NA,29J
I0830D,NA,30D
I0830J,NA,30J
I0833C,NA,33C
I0862R,NA,62R
I0874S,NA,74S
I0874T,NA,74T
I0876H,NA,76H
I0893T,NA,93T
I0895S,NA,95S
I0901P,NA,01P
I0903J,NA,03J
I0910C,NA,10C
I0924V,NA,24V
I0929Z,NA,29Z
I0930D,NA,30D
I0935R,NA,35R
I0947L,NA,47L
I0955H,NA,55H
I0966I,NA,66I
I0974T,NA,74T
I0980S,NA,80S
I1002T,NA,02T
I1003H,NA,03H
I1003J,NA,03J
I1003S,NA,03S
I1006A,NA,06A
I1007L,NA,07L
I1008Z,NA,08Z
I1010C,NA,10C
I1010S,NA,10S
I1011N,NA,11N
I1013B,NA,13B
I1013H,NA,13H
I1014E,NA,14E
I1014Z,NA,14Z
I1015E,NA,15E
I1015O,NA,15O
I1019J,NA,19J
I1020C,NA,20C
I1021H,NA,21H
I1021K,NA,21K
I1022H,NA,22H
I1024V,NA,24V
I1025P,NA,25P
I1028N,NA,28N
I1029Z,NA,29Z
I102A2,NA,2A2
I102A5-1,NA,2A5
I102A5-2,NA,2A5
I102C3,NA,2C3
I1030J,NA,30J
I1030O,NA,30O
I1031L,NA,31L
I1032S,NA,32S
I1035O,NA,35O
I1036D,NA,36D
I1037P,NA,37P
I103A7,NA,3A7
I103C3,NA,3C3
I1040L,NA,40L
I1040V,NA,40V
I1042L,NA,42L
I1043F,NA,43F
I1043J,NA,43J
I1044J,NA,44J
I1048J,NA,48J
I1048N,NA,48N
I104A3,NA,4A3
I104A5,NA,4A5
I104A9,NA,4A9
I104B2,NA,4B2
I104C2,NA,4C2
I1050K,NA,50K
I1054N,NA,54N
I1055H,NA,55H
I1055J,NA,55J
I1058N,NA,58N
I1060P,NA,60P
I1061J,NA,61J
I1062R,NA,62R
I1064P,NA,64P
I1064R,NA,64R
I1066I,NA,66I
I1067G,NA,67G
I1074K,NA,74K
I1074S,NA,74S
I1074T,NA,74T
I1076H,NA,76H
I1076J,NA,76J
I1076K,NA,76K
I107A6,NA,7A6
I1080S,NA,80S
I1082L,NA,82L
I1082Z,NA,82Z
I1085V,NA,85V
I1088I,NA,88I
I1089K,NA,89K
I1089L,NA,89L
I1093T,NA,93T
I1099N,NA,99N
I109A4,NA,9A4
I10Z08,NA,Z08
i91L56,NA,L56
i92L56,NA,L56
i93R91,NA,R91
i93T09,NA,T09
i94N63,NA,N63
i94O68,NA,O68
i94R91,NA,R91
i94S49,NA,S49
i95O68,NA,O68
i95S49,NA,S49
i9606A,NA,06A
i9618A,NA,18A
i9706A,NA,06A
i9718A,NA,18A
i9818A,NA,18A
i9857A,NA,57A
i98Z81,NA,Z81
i9913B,NA,13B
i9925D,NA,25D
i9976D,NA,76D
i99Z81,NA,Z81
Z95,NA,O68
1E2,84J,88R
44R,33A,77D
4E1,25L,47L
6E1,17L,04O
6E3,L83,50S
8E0,46N,21C
8E1,46N,55A
8E2,46N,73C
i0074F,NA,74F
i00Z78,NA,Z78
i0174F,NA,74F
i01Z78,NA,Z78
i0277H,NA,77H
i0295G,NA,95G
i0306J,NA,06J
i0313D,NA,13D
i0331D,NA,31D
i0336J,NA,36J
i0350D,NA,50D
i0377H,NA,77H
i0389H,NA,89H
i0404O,NA,04O
I0413D,NA,13D
i0435I,NA,35I
I0439F,NA,39F
i0450D,NA,50D
I0477H,NA,77H
I0489H,NA,89H
I0674N,NA,74N
I0739F,NA,39F
I0750S,NA,50S
I0776L,NA,76L
I0803Z,NA,03Z
I0820Z,NA,20Z
I0821V,NA,21V
I0839F,NA,39F
I0839Z,NA,39Z
i0846S,NA,46S
I0850S,NA,50S
I0862O,NA,62O
I0882V,NA,82V
I0890T,NA,90T
I0894S,NA,94S
I0898V,NA,98V
I0904O,NA,04O
I091A4,NA,1A4
I0920S,NA,20S
I0920Z,NA,20Z
I0922S,NA,22S
I0940Z,NA,40Z
I0978V,NA,78V
I0986Z,NA,86Z
I0990P,NA,90P
I0994S,NA,94S
I0994T,NA,94T
I1000V,NA,00V
I1001R,NA,01R
I1009Z,NA,09Z
I100A2,NA,0A2
I100A4,NA,0A4
I100A9,NA,0A9
I100B5,NA,0B5
I100B6,NA,0B6
I100B9,NA,0B9
I100C6,NA,0C6
I1016Z,NA,16Z
I101A3,NA,1A3
I101A4,NA,1A4
I101B3,NA,1B3
I101B4,NA,1B4
I1020S,NA,20S
I1020Z,NA,20Z
I102B4,NA,2B4
I102C0,NA,2C0
I102C4,NA,2C4
I102C8,NA,2C8
I1031V,NA,31V
I1033V,NA,33V
I1036O,NA,36O
I1039F,NA,39F
I103A2,NA,3A2
I1040T,NA,40T
I1048S,NA,48S
I1048V,NA,48V
I1049V,NA,49V
I104A0,NA,4A0
I104A2,NA,4A2
I104B5,NA,4B5
I104C1,NA,4C1
I104C4,NA,4C4
I104C9,NA,4C9
I1050S,NA,50S
I1051T,NA,51T
I1051Z,NA,51Z
I1053Z,NA,53Z
I105A0,NA,5A0
I105B6,NA,5B6
I105B6-K,NA,5B6
I105C0,NA,5C0
I105C6,NA,5C6
I1062O,NA,62O
I1062V,NA,62V
I106A4,NA,6A4
I106B0,NA,6B0
I106B4,NA,6B4
I1076L,NA,76L
I1077D,NA,77D
I1077S,NA,77S
I1077V,NA,77V
I1078I,NA,78I
I1079Z,NA,79Z
I107A9,NA,7A9
I107B5,NA,7B5
I107C2,NA,7C2
I107C3,NA,7C3
I1083Z,NA,83Z
I1085S,NA,85S
I1085Z,NA,85Z
I1086Z,NA,86Z
I108A3,NA,8A3
I108A5,NA,8A5
I108B0,NA,8B0
I108B4,NA,8B4
I1090P,NA,90P
I1090T,NA,90T
I1094S,NA,94S
I1094T,NA,94T
I1097R,NA,97R
I1098J,NA,98J
I1098T,NA,98T
I1098V,NA,98V
I1099J,NA,99J
I1099Z,NA,99Z
i9913D,NA,13D
2G3,NA,47Z
3H0,NA,1B0
I0990V,NA,90V
I102B1,NA,2B1
I102C7,NA,2C7
I103B8,NA,3B8
I103C0,NA,3C0
I1047Z,NA,47Z
I1052Z,NA,52Z
I1057T,NA,57T
I1060V,NA,60V
I106C5,NA,6C5
I1085T,NA,85T
0E8,NA,V36
1Q8,NA,0B9
3P7,NA,62S
9P5,NA,6B4
3P2,NA,2E8
9P6,NA,7E0
5P6,NA,5B6
9O0,NA,81B
1P5,NA,74T
0Q5,NA,2C4
1P0,NA,5H4
3O3,NA,93O
6O7,NA,25P
7O3,NA,24V
1S8,NA,2C3
5P4,NA,9C5
9Q5,NA,3F7
3Q3,NA,3F5
5Q7,NA,7I8
0R2,NA,60R
1P4,NA,1E2
2R9,NA,6C2
3R9,NA,25P
1O7,NA,21H
3O7,NA,0B6
3P5,NA,3F7
3Q9,NA,76J
1R1,NA,6D6
1R7,NA,6D9
2O4,NA,2F2
2R0,NA,2F2
4Q4,NA,9I8
4R7,NA,3G3
4R4,NA,1C7
7Q3,NA,37V
8O9,NA,4D8
1S5,NA,9H9
1O9,NA,83Z
3R0,NA,24V
4R3,NA,74T
2O7,NA,6D4
4P6,NA,44V
