Find,ID,Year,Group,sdb.ra,vig.ra,sex,age,rank,rank2,rc,outdeg.grm,indeg.grm,eigen.pr,betw.pr,outdeg.agg,indeg.agg
57H|2015,57H,2015,F,32.5,204.64,Female,17.9,54.7945,100,0.829474378,0.143,0.584,0.015,0.017,0.004,0.006
5E1|2015,5E1,2015,F,61.27,326.98,Male,7.4,79.1667,87.1795,0.896136058,0.837,2.252,0.032,0.009,0.017,0.004
62H|2015,62H,2015,F,35.24,242.86,Female,18.1,80.8219,94.1176,0.930679405,2.74,1.41,0.136,0.025,0.002,0.008
78T|2015,78T,2015,F,35.25,350.03,Female,12.1,21.9178,27.9412,0.815014847,3.739,2.738,0.007,0.038,0.002,0.004
7B7|2015,7B7,2015,F,36.91,186.03,Female,9.2,38.3562,57.3529,0.874745866,1.185,0.409,0.043,0.006,0,0.013
7G1|2015,7G1,2015,F,51.73,386.56,Male,6.3,12.5,5.1282,0.755648141,0,1.145,0.008,0.002,0.011,0.002
7H0|2015,7H0,2015,F,18.27,48.73,Male,6.4,10.4167,,,,,,,,
8B0|2015,8B0,2015,F,21.5,187.55,Female,9.3,73.9726,76.4706,0.818416131,1.045,1.366,0.066,0.014,0.002,0.009
8F3|2015,8F3,2015,F,46.82,409.46,Female,7.2,2.7397,11.7647,0.879574371,0.398,1.895,0.018,0.008,0.002,0.007
91O|2015,91O,2015,F,64.58,621.06,Male,14.1,39.5833,20.5128,0.742767691,0.857,0.14,0.004,0.002,0.004,0
9A4|2015,9A4,2015,F,37.98,249.64,Female,10.3,16.4384,7.3529,0.89621775,2.228,0.552,0.029,0.055,0,0.022
9D1|2015,9D1,2015,F,49.08,403.83,Male,8.3,83.3333,89.7436,0.870873423,1.452,3.278,0.033,0.01,0.013,0
9D8|2015,9D8,2015,F,27.18,223.85,Female,8.2,91.7808,66.1765,0.878830684,0.277,0.989,0.204,0.043,0.004,0.007
9E5|2015,9E5,2015,F,73.05,297.06,Male,7.3,70.8333,64.1026,0.80608752,0.147,0.796,0.019,0.006,0.009,0.002
9E6|2015,9E6,2015,F,84.68,346.15,Male,7.3,56.25,43.5897,0.729820956,2.068,0,0.015,0.005,0.006,0
03J|2015,03J,2015,F,129.11,497.47,Female,17.1,28.7671,19.1176,0.800648622,,,,,,
0B8|2015,0B8,2015,F,55.81,218.54,Male,10.2,87.5,82.0513,0.717245105,2.248,1.061,0.038,0.033,0.004,0
0C6|2015,0C6,2015,F,55.76,231.97,Female,9.1,36.9863,32.3529,0.800060894,,,,,,
1C2|2015,1C2,2015,F,29.31,418.82,Male,9.3,22.9167,28.2051,0.65342074,0,3.091,0.002,0.007,0.004,0.002
2A2|2015,2A2,2015,F,92.06,392.26,Female,10.2,6.8493,13.2353,0.881279454,1.409,0.335,0.019,0.009,0,0.017
2H3|2015,2H3,2015,F,22.49,125.07,Female,6.2,50.6849,30.8824,0.886219963,3.589,1.169,0.03,0.014,0.004,0.006
36Z|2015,36Z,2015,F,44.92,229.81,Female,11.1,30.137,5.8824,0.836604613,0.822,0,0.013,0.005,0,0.007
3B9|2015,3B9,2015,F,128.4,338.71,Male,9.3,60.4167,35.8974,0.742622772,3.015,0.178,0.01,0.003,0.013,0.006
3C3|2015,3C3,2015,F,47.44,376.83,Female,9.3,42.4658,14.7059,0.829226482,2.393,0.121,0.027,0.014,0.002,0.005
40L|2015,40L,2015,F,23.73,160.94,Female,15.1,60.274,20.5882,0.85961566,0.861,0.478,0.023,0.008,0.004,0.011
42L|2015,42L,2015,F,43.83,275.48,Female,15.1,35.6164,,,,,,,,
44J|2015,44J,2015,F,30.19,105.66,Female,17.2,72.6027,17.6471,0.735032103,,,,,,
4C1|2015,4C1,2015,F,22.46,118.44,Female,9.3,93.1507,85.2941,0.900295692,0.797,1.392,0.176,0.026,0.006,0.006
4C2|2015,4C2,2015,F,58.13,283.61,Female,9.3,31.5068,58.8235,0.881716721,1.383,1.694,0.069,0.043,0.002,0.004
50S|2015,50S,2015,F,31.69,205.55,Female,12.3,68.4932,35.2941,0.741923533,,,,,,
52P|2015,52P,2015,F,21.21,290.69,Female,14.1,5.4795,1.4706,0.93184686,0.342,0.43,0.005,0.011,0,0.004
60T|2015,60T,2015,F,77.8,329.76,Male,12.2,81.25,92.3077,0.883524524,1.021,0,0.018,0.007,0.006,0
64D|2015,64D,2015,F,32,216.68,Female,19.8,52.0548,8.8235,0.888799129,,,,,,
68V|2015,68V,2015,F,34.36,370.24,Female,11.1,17.8082,42.6471,0.808842049,0.399,1.024,0.027,0.018,0.006,0.008
6C0|2015,6C0,2015,F,47.1,220.37,Female,8.9,89.0411,70.5882,0.821872867,3.901,1.429,0.291,0.032,0.006,0.011
72T|2015,72T,2015,F,13.56,244,Male,12.1,64.5833,38.4615,0.615208087,,,,,,
79Z|2015,79Z,2015,F,67.16,217.2,Female,10.2,61.6438,51.4706,0.849529922,1.476,0.143,0.012,0.015,0.002,0.004
88T|2015,88T,2015,F,21.76,156.99,Male,11.2,45.8333,79.4118,0.719328634,,,,,,
8C0|2015,8C0,2015,F,49.05,303.49,Male,8.3,72.9167,74.359,0.844967048,0.621,2.235,0.009,0.022,0.019,0.002
93Z|2015,93Z,2015,F,66.55,756.3,Female,10.1,26.0274,,,,,,,,
9G3|2015,9G3,2015,F,69.37,284.48,Female,6.3,9.589,41.1765,0.871791242,0.829,2.247,0.025,0.034,0.006,0.006
00J|2015,00J,2015,F,48.29,280.85,Female,16.8,32.8767,47.0588,0.851844679,0,0.791,0.014,0.011,0.006,0.006
04I|2015,04I,2015,F,29.62,226.51,Male,17.2,89.5833,97.4359,0.858635613,1.505,2.549,0.03,0.014,0.006,0
0A4|2015,0A4,2015,F,91.72,383.18,Female,10.3,79.4521,77.9412,0.845110584,0,1.308,0.147,0.031,0.011,0.004
0G5|2015,0G5,2015,F,20.37,225.18,Female,7.3,97.2603,95.5882,0.984562542,,,,,,
34N|2015,34N,2015,F,39.65,236.81,Female,15.1,46.5753,22.0588,0.858243871,1.255,1.399,0.007,0.014,0.008,0.01
42T|2015,42T,2015,F,63.59,418.2,Male,12.1,77.0833,79.4872,0.858149687,0.388,1.435,0.009,0.006,0.008,0.002
43J|2015,43J,2015,F,12.78,107.46,Female,17.1,94.5205,98.5294,0.970516607,1.287,0.457,0.125,0.008,0.009,0.002
55V|2015,55V,2015,F,21.86,228.59,Female,11.2,49.3151,83.8235,0.878204486,1.102,0.618,0.026,0.051,0.009,0.007
5C0|2015,5C0,2015,F,20.38,191.47,Female,9.2,95.8904,89.7059,0.913675177,3.181,2.281,0.465,0.002,0.008,0.008
5G9|2015,5G9,2015,F,83.31,376,Female,6.4,12.3288,61.7647,0.856228223,0.455,2.401,0.009,0.041,0.002,0.008
61J|2015,61J,2015,F,42.95,208.03,Female,15.9,47.9452,39.7059,0.867958738,1.913,0.469,0.018,0.01,0.006,0.009
63V|2015,63V,2015,F,67.62,341.46,Female,11.3,39.726,2.9412,0.874186263,1.036,4.954,0.063,0.036,0,0.006
7C0|2015,7C0,2015,F,39.66,185.92,Female,9.2,75.3425,91.1765,0.907205821,0.411,0.134,0.14,0.02,0,0
7D7|2015,7D7,2015,F,63.79,390.89,Male,8.3,37.5,41.0256,0.615171314,0.688,3.035,0.001,0.003,0.011,0
7G2|2015,7G2,2015,F,35.43,294.72,Male,6.2,25,48.7179,0.691414276,1.754,1.766,0.032,0.004,0,0.004
84J|2015,84J,2015,F,38.1,270.4,Male,16.1,18.75,12.8205,0.730549938,,,,,,
87K|2015,87K,2015,F,74.28,554.61,Female,16.2,34.2466,,,,,,,,
8E8|2015,8E8,2015,F,54.99,337.37,Female,7.3,43.8356,54.4118,0.853028968,2.089,0.335,0.044,0.016,0.007,0.007
96B|2015,96B,2015,F,35.88,296.88,Male,21.1,91.6667,94.8718,0.858570118,1.855,4.215,0.082,0.048,0.009,0
9H2|2015,9H2,2015,F,,,Male,6.4,49.7932,,,,,,,,
17L|2015,17L,2015,F,24.4,304.45,Male,15.9,35.4167,33.3333,0.627481529,,,,,,
18Z|2015,18Z,2015,F,37.73,362.65,Male,11,41.6667,7.6923,0.755425709,0.409,0.469,0,0,0,0.006
9C2|2015,9C2,2015,F,28.82,450.77,Female,8.3,27.3973,,,,,,,,
57F|2015,57F,2015,F,90.24,430.2,Male,19.1,58.3333,71.7949,0.589431564,,,,,,
92D|2015,92D,2015,F,36.18,236.31,Female,20.1,83.5616,86.7647,0.923225073,2.515,0.979,0.003,0,0.009,0.008
1H6|2015,1H6,2015,F,46.44,244.44,Female,6.3,1.3699,4.4118,0.859935553,2.23,0.137,0.007,0.008,0,0.008
1G9|2015,1G9,2015,F,62.02,366.74,Male,6.5,20.8333,,,,,,,,
8C2|2015,8C2,2015,F,15.42,260.81,Male,8.4,4.1667,15.3846,0.768310267,0.609,0,0.002,0.002,0.006,0.002
6C9|2015,6C9,2015,F,56.06,610.47,Male,9.2,14.5833,2.5641,0.768958106,0,0,0,0,0,0
22R|2015,22R,2015,F,74.74,420.08,Male,13.7,54.1667,,,,,,,,
7H9|2015,7H9,2015,F,25.42,148.75,Male,6.6,8.3333,17.9487,0.704450541,,,,,,
8A9|2015,8A9,2015,F,23.8,443.31,Male,10.8,6.25,10.2564,0.768797715,,,,,,
94Z|2015,94Z,2015,F,30.95,422.58,Male,10.7,0,53.8462,0.551125365,,,,,,
5G3|2015,5G3,2015,F,30.21,216.5,Male,6.9,52.0833,69.2308,0.563902408,,,,,,
0K2|2016,0K2,2016,F,23.78,155.6,Female,6.2,36.6197,46.1538,0.893068796,1.486,1.433,0.012,0.027,0,0.012
28G|2016,28G,2016,F,36.72,248.23,Female,19,4.9296,1.2821,0.92833229,,,,,,
28J|2016,28J,2016,F,12.46,163.56,Female,17.9,12.6761,11.5385,0.882593942,0.653,1.31,0.009,0.014,0.003,0.006
2I2|2016,2I2,2016,F,30,220.5,Male,6.3,50,3.1746,0.643005258,,,,,,
30C|2016,30C,2016,F,31.06,124.26,Male,22,88.8833,12.6984,0.730825666,,,,,,
35N|2016,35N,2016,F,17.19,132.55,Female,16.1,16.9014,23.0769,0.850400197,1.561,1.625,0.001,0.002,0.003,0.01
3C3|2016,3C3,2016,F,14.5,148.06,Female,10.2,46.4789,58.9744,0.877799463,2.23,1.85,0.012,0.01,0.007,0.007
3E1|2016,3E1,2016,F,22.17,144.93,Male,9.2,46.1538,57.1429,0.824258255,0.946,1.571,0.002,0.002,0.007,0.003
3E7|2016,3E7,2016,F,20.41,173.29,Female,9.2,22.5352,16.6667,0.927186252,1.485,2.389,0.002,0.014,0.001,0.01
40L|2016,40L,2016,F,21.27,159.22,Female,16.1,59.1549,41.0256,0.887057373,0.42,1.612,0.027,0.044,0.003,0.007
56E|2016,56E,2016,F,30.51,129.81,Female,20,52.1127,83.3333,0.88902539,1.237,0.268,0.006,0.012,0,0.003
5G9|2016,5G9,2016,F,19.36,155.33,Female,7.3,14.0845,7.6923,0.896123818,2.851,0.946,0.004,0.032,0,0.007
5J4|2016,5J4,2016,F,25.93,192.71,Male,6.3,5.1282,22.2222,0.779344406,0.736,0.28,0.001,0.001,0,0.002
68V|2016,68V,2016,F,16.57,164.48,Female,12.1,25.3521,20.5128,0.9454041,1.697,0.631,0.002,0.026,0,0.009
7D7|2016,7D7,2016,F,19.82,199.86,Male,9.3,25.641,20.6349,0.815017736,0.138,1.08,0,0,0.001,0.001
7D8|2016,7D8,2016,F,14.31,141.19,Female,9.3,71.831,37.1795,0.902119286,1.207,3.566,0.012,0.031,0.006,0.011
7G2|2016,7G2,2016,F,28.39,175.47,Male,7.2,69.2308,85.7143,0.884604939,0.51,2.754,0.007,0.028,0.004,0.004
7I5|2016,7I5,2016,F,35.37,167.6,Male,6.3,56.4103,44.4444,0.827882074,0.447,2.785,0.001,0.021,0.004,0.003
8E8|2016,8E8,2016,F,26.49,175.03,Female,8.2,45.0704,35.8974,0.925805312,2.127,1.511,0.008,0.034,0.003,0.013
8J6|2016,8J6,2016,F,23.8,150.46,Female,6.3,81.6901,78.2051,0.941543758,1.365,0.747,0.043,0.061,0.007,0.003
8J8|2016,8J8,2016,F,21.86,143.21,Female,6.1,73.2394,66.6667,0.867679447,0.776,0.966,0.019,0.022,0.006,0.004
94Z|2016,94Z,2016,F,30.35,186.87,Male,11.2,17.9487,28.5714,0.786698825,0,0,0,0,0.002,0
9A4|2016,9A4,2016,F,17.42,142.78,Female,11.3,15.493,15.3846,0.90749471,0.816,1.665,0.003,0.042,0,0.007
9F5|2016,9F5,2016,F,22.55,160.17,Male,8.4,61.5385,74.6032,0.872989219,0.557,0.492,0.016,0.002,0.007,0.003
9G3|2016,9G3,2016,F,13.37,120.93,Female,7.3,11.2676,10.2564,0.932250429,0.999,1.448,0.008,0.029,0.007,0.013
9I5|2016,9I5,2016,F,32.53,200.6,Female,6.2,50,36.5854,0.741759051,,,,,,
12Z|2016,12Z,2016,F,22.29,143.2,Male,12.2,74.359,79.3651,0.863074492,0.258,1.015,0.01,0.004,0.008,0.001
64D|2016,64D,2016,F,14.46,108.11,Female,20.8,35.2119,97.4359,0.851466355,,,,,,
64P|2016,64P,2016,F,10.68,99.97,Female,15.1,83.0986,80.7692,0.909137817,0.636,2.555,0.012,0.019,0,0.003
00O|2016,00O,2016,F,14.3,203.67,Female,16.2,61.9718,74.359,0.902489565,2.863,3.099,0.019,0.03,0.007,0.001
04N|2016,04N,2016,F,21.55,71.85,Female,15.8,87.3239,92.3077,0.915424554,2.153,2.613,0.015,0.002,0,0.003
0A4|2016,0A4,2016,F,19.08,153.09,Female,11.3,78.8732,79.4872,0.939505292,1.323,0.332,0.014,0.013,0.006,0.006
0A9|2016,0A9,2016,F,28.16,121.14,Female,11.1,29.5775,47.4359,0.891231758,1.014,2.195,0.012,0.004,0.001,0.01
0B8|2016,0B8,2016,F,15.76,84.82,Male,11.2,94.8718,98.4127,0.90501102,1.664,3.013,0.025,0.005,0.008,0
0G5|2016,0G5,2016,F,15.17,135.66,Female,8.3,98.5915,96.1538,0.954280758,,,,,,
0G9|2016,0G9,2016,F,35.3,194.79,Male,7.2,48.7179,49.2063,0.854557243,1.755,0.731,0,0.006,0.004,0.003
1A3|2016,1A3,2016,F,7.17,101.85,Female,11.2,47.8873,28.2051,0.914170442,0.898,0,0.002,0.004,0.003,0
1C0|2016,1C0,2016,F,20.72,123.9,Female,10.2,66.1972,75.641,0.898897979,1.349,3.465,0.009,0.034,0.001,0
1H6|2016,1H6,2016,F,20.75,134.5,Female,7.1,4.2254,3.8462,0.915355475,1.846,0.618,0.003,0.008,0,0.007
1J0|2016,1J0,2016,F,42.55,236.6,Male,6.2,51.2821,69.8413,0.883828854,,,,,,
1J2|2016,1J2,2016,F,30.17,173.37,Male,6.4,15.3846,52.381,0.828905026,1.363,0.639,0,0,0.006,0.005
1J7|2016,1J7,2016,F,9.31,137.66,Female,6.1,50.7042,43.5897,0.88295173,1.554,0.932,0.031,0.019,0.001,0.004
1J8|2016,1J8,2016,F,24,174.11,Male,6.2,76.9231,100,0.907439085,1.698,1.16,0.005,0.031,0.009,0.001
24B|2016,24B,2016,F,10.57,65.53,Female,23.1,30.4848,12.8205,0.871045902,,,,,,
29Z|2016,29Z,2016,F,14.34,128.18,Female,12.1,23.9437,19.2308,0.93291877,1.784,0.765,0.002,0.015,0.001,0.001
2A2|2016,2A2,2016,F,26.8,106.75,Female,11.2,9.8592,8.9744,0.921419634,2.075,2.195,0.001,0.007,0.003,0.008
2A5|2016,2A5,2016,F,19,118.72,Female,11.1,7.0423,29.4872,0.934565567,2.97,2.071,0,0,0,0.003
2A7|2016,2A7,2016,F,22.41,175.62,Female,11.3,57.7465,55.1282,0.86771185,0.878,1.101,0.022,0.027,0.001,0.009
2A8|2016,2A8,2016,F,20.61,184.74,Female,11.3,69.0141,69.2308,0.862776416,1.13,2.768,0.02,0.024,0.004,0.003
2H3|2016,2H3,2016,F,15.26,97.22,Female,7.2,43.662,62.8205,0.878395544,0.114,0.745,0.014,0.023,0,0.006
2I4|2016,2I4,2016,F,26.63,171.73,Male,6.3,50,80.9524,0.714397067,,,,,,
2J2|2016,2J2,2016,F,19.94,140.58,Female,6.4,26.7606,51.2821,0.899126424,2.289,0.424,0.006,0.016,0.003,0.004
2J6|2016,2J6,2016,F,19.76,118.57,Male,6.4,66.6667,88.8889,0.903402183,1.989,2.003,0.005,0.002,0.003,0.002
34N|2016,34N,2016,F,12.23,116.4,Female,16.1,40.8451,57.6923,0.891012145,2.036,0.733,0.011,0.004,0.003,0.006
3B9|2016,3B9,2016,F,68.06,162.73,Male,10.3,90.2439,30.1587,0.515681544,0,0,0.006,0,0.012,0
42T|2016,42T,2016,F,26.14,187.3,Male,13.1,58.9744,76.1905,0.85667354,4.146,0.42,0.017,0.004,0.007,0
43J|2016,43J,2016,F,15.56,87.99,Female,18,95.7746,85.8974,0.897283948,2.158,0.769,0.054,0.018,0.003,0.001
4C1|2016,4C1,2016,F,10.2,91.83,Female,10.3,94.3662,84.6154,0.921314293,1.46,1.497,0.121,0.004,0.001,0.004
52P|2016,52P,2016,F,11.57,191.02,Female,15.1,8.4507,6.4103,0.895917918,1.161,1.492,0.001,0.01,0,0.008
53E|2016,53E,2016,F,24.07,112.83,Female,20,18.3099,25.641,0.850996145,0.811,2.26,0.008,0.022,0.001,0.007
57H|2016,57H,2016,F,8.3,76.87,Female,18.9,54.9296,60.2564,0.882674249,1.101,0.472,0.004,0.014,0.001,0.001
61J|2016,61J,2016,F,15.28,102.76,Female,16.9,49.2958,44.8718,0.886546704,2.068,1.232,0.018,0.008,0.003,0.005
62H|2016,62H,2016,F,13.97,138.58,Female,19.1,80.2817,65.3846,0.892318326,4.285,1.512,0.03,0.015,0.001,0.001
6C0|2016,6C0,2016,F,20.79,137.97,Female,9.9,90.1408,76.9231,0.92352748,2.673,1.031,0.074,0.011,0.006,0.004
6I7|2016,6I7,2016,F,23.25,207.45,Male,6.3,50,60.3175,0.844647981,,,,,,
7B7|2016,7B7,2016,F,18.39,118.98,Female,10.2,35.2113,30.7692,0.870050055,2.112,0.713,0.003,0.003,0.001,0.007
82A|2016,82A,2016,F,15.06,129.76,Female,23,91.5493,91.0256,0.90839984,3.36,0.909,0.054,0.013,0.001,0
82L|2016,82L,2016,F,12.08,97.99,Female,16,67.6056,34.6154,0.894965519,0.853,1.955,0.008,0.022,0.003,0.001
8B0|2016,8B0,2016,F,21.14,138.65,Female,10.3,70.4225,52.5641,0.877240406,1.17,0.265,0.045,0.047,0,0.008
8C0|2016,8C0,2016,F,27.88,157.08,Male,9.3,82.0513,65.0794,0.875236474,1.756,1.608,0.002,0,0.008,0
8F3|2016,8F3,2016,F,21.52,172.15,Female,8.2,5.6338,2.5641,0.927558629,1.17,1.868,0.002,0.011,0,0.004
96B|2016,96B,2016,F,15.36,169.92,Male,22.1,97.4359,90.4762,0.903935174,3.106,3.391,0.022,0.015,0.009,0
98T|2016,98T,2016,F,20.98,94.24,Female,12,88.7324,87.1795,0.90884988,3.537,2.991,0.071,0.009,0.003,0.004
9D1|2016,9D1,2016,F,27.53,162.86,Male,9.3,92.3077,93.6508,0.896376576,0.16,3.159,0.03,0.02,0.013,0.001
9D8|2016,9D8,2016,F,12.87,98.88,Female,9.2,92.9577,98.7179,0.902968051,1.853,4.591,0.075,0.01,0.003,0
9H2|2016,9H2,2016,F,36.51,219.77,Male,7.3,64.1026,68.254,0.870830021,2.187,1.15,0.001,0.004,0.011,0.006
9H7|2016,9H7,2016,F,22.81,159.32,Female,7.3,53.5211,26.9231,0.915212331,1.462,1.692,0.024,0.062,0.001,0.007
07D|2016,07D,2016,F,11.62,160.89,Male,21.1,100,71.4286,0.864412396,0.671,2.527,0.612,0.036,0.01,0
0H3|2016,0H3,2016,F,18.49,190.38,Male,7.3,38.4615,58.7302,0.839092703,0.482,0.48,0.001,0.001,0.01,0.003
0I5|2016,0I5,2016,F,19.77,109.37,Female,7.3,63.3803,73.0769,0.87232803,1.518,2.023,0.019,0.006,0.002,0.004
0K7|2016,0K7,2016,F,25.07,120.22,Female,6.3,2.8169,38.4615,0.895201196,3.843,1.857,0.007,0.002,0,0
1C2|2016,1C2,2016,F,18.14,266.07,Male,10.3,22.9167,13.7931,0.898279801,,,,,,
1G9|2016,1G9,2016,F,48.52,200.24,Male,7.2,20.5128,14.2857,0.651238652,0,0,0.001,0,0.005,0
1K5|2016,1K5,2016,F,19.83,163.2,Female,6.3,1.4085,5.1282,0.921135686,3.311,0.353,0.001,0.004,0,0.003
2J4|2016,2J4,2016,F,23.22,109.62,Male,6.1,84.6154,82.5397,0.829040488,0.821,0.755,0.002,0.002,0.007,0.001
3E2|2016,3E2,2016,F,21.82,84.62,Female,9.3,85.9155,94.8718,0.896182285,2.336,3.372,0.035,0.005,0,0
3E4|2016,3E4,2016,F,25.48,107.51,Male,9.1,43.5897,41.2698,0.820881634,0,0.659,0.003,0,0.009,0
43F|2016,43F,2016,F,11.36,101.42,Female,20.1,100,100,0.959871215,1.295,2.265,0.617,0.004,0.001,0
50I|2016,50I,2016,F,26.09,159.75,Female,18.1,56.338,42.3077,0.878529266,3.162,1.3,0.004,0.007,0.001,0.009
59A|2016,59A,2016,F,15.37,91.11,Female,23.2,77.4648,70.5128,0.8797376,1.171,1.65,0.047,0.001,0.003,0.001
5C0|2016,5C0,2016,F,12.9,127.82,Female,10.2,97.1831,93.5897,0.956394542,1.582,1.696,0.28,0.02,0.007,0.006
5E1|2016,5E1,2016,F,20.55,229.36,Male,8.4,54.0541,36.2069,0.83094814,0,0,0,0,0.028,0.008
5E4|2016,5E4,2016,F,27.48,221.38,Male,8.2,18.1818,25.3968,0.775935853,,,,,,
6C9|2016,6C9,2016,F,22.73,183.75,Male,9.9,28.2051,23.8095,0.778842759,0,0,0,0,0,0
6E6|2016,6E6,2016,F,35.82,143.28,Male,8.3,59.4595,4.7619,0.794296569,0.715,1.418,0.004,0.021,0.045,0.012
78T|2016,78T,2016,F,22.34,193.88,Female,13.1,28.169,21.7949,0.939204893,1.588,2.405,0.001,0.005,0.007,0.003
7J8|2016,7J8,2016,F,23.47,130.89,Female,6.4,21.1268,48.7179,0.890273001,2.125,0.992,0.002,0.01,0.003,0.003
8C2|2016,8C2,2016,F,18.62,127.53,Male,9.2,53.8462,46.0317,0.848941687,1.198,0,0,0.002,0.005,0
91O|2016,91O,2016,F,27.96,238.3,Male,15.1,33.3333,36.5079,0.688626699,1.582,0.974,0.001,0.001,0.003,0
00J|2016,00J,2016,F,16.63,110.31,Female,17.8,33.8028,17.9487,0.863613911,0.53,0.179,0,0.003,0.001,0
0I6|2016,0I6,2016,F,11.24,103.56,Female,7.1,64.7887,82.0513,0.934707183,0.89,0.572,0.004,0.009,0.009,0.004
36Z|2016,36Z,2016,F,24.84,133.44,Female,12.1,30.9859,24.359,0.940277283,1.281,0.592,0,0.001,0.001,0.004
55V|2016,55V,2016,F,11.71,107.08,Female,12.2,42.2535,56.4103,0.861207479,0.354,0.349,0.014,0.005,0.001,0.006
7C0|2016,7C0,2016,F,29.47,150.99,Female,10.2,76.0563,88.4615,0.901137107,1.337,3.193,0.005,0.025,0.003,0.004
8H0|2016,8H0,2016,F,42.77,168.6,Male,7.3,3.2258,34.9206,0.778198229,,,,,,
9E5|2016,9E5,2016,F,20.04,121.71,Male,8.3,79.4872,92.0635,0.898779354,1.007,3.779,0.001,0.008,0.014,0
30L|2016,30L,2016,F,23.14,167.78,Male,16.1,41.0256,42.8571,0.842604425,0,0,0.001,0,0.004,0.004
32S|2016,32S,2016,F,20.36,83.9,Female,14.2,74.6479,89.7436,0.897177614,1.684,0.079,0.017,0.005,0.008,0
4C2|2016,4C2,2016,F,16.25,167.53,Female,10.3,32.3944,50,0.86919135,1.546,0.569,0.002,0.026,0,0.001
5G3|2016,5G3,2016,F,16.34,154.39,Male,7.4,71.7949,73.0159,0.530591458,0.963,2.349,0.003,0.011,0.003,0.003
63V|2016,63V,2016,F,18.06,89.83,Female,12.3,38.0282,53.8462,0.864526045,1.198,1.837,0.078,0.015,0.003,0.001
79Z|2016,79Z,2016,F,15.18,81.84,Female,11.2,60.5634,39.7436,0.863357197,2.116,0.633,0.004,0.009,0.006,0.003
92D|2016,92D,2016,F,11.88,125.32,Female,21.1,84.507,61.5385,0.905643159,2.028,3.645,0.002,0,0.004,0
9I6|2016,9I6,2016,F,19.98,150.07,Female,6.2,19.7183,32.0513,0.908317296,4.472,1.699,0.002,0.016,0.003,0.009
43P|2016,43P,2016,F,31.71,109.88,Male,15.1,89.7436,96.8254,0.9166278,0.327,2.773,0.074,0.004,0.007,0.001
2J8|2016,2J8,2016,F,17.09,166,Female,6.4,39.4366,71.7949,0.888511407,1.268,0.872,0.003,0.018,0,0.004
18Z|2016,18Z,2016,F,24.54,172.11,Male,12,35.8974,39.6825,0.808582829,0,0,0.003,0.002,0,0.005
7E1|2016,7E1,2016,F,22.1,136.61,Male,8.4,66.6667,11.1111,0.519470057,,,,,,
8A9|2016,8A9,2016,F,18.58,180.84,Male,11.4,2.439,66.6667,0.529787584,0,0,0.004,0.001,0,0.005
8J3|2016,8J3,2016,F,10.63,167.15,Male,6.4,2.5641,7.9365,0.798497514,0,0,0,0,0.004,0.002
2I0|2016,2I0,2016,F,24.66,177.3,Male,6.4,12.8205,15.873,0.8049192,0,0,0,0,0.002,0.002
30V|2016,30V,2016,F,16.29,157.2,Male,12.3,30.7692,53.9683,0.837106571,0,0,0,0,0.004,0.001
7G1|2016,7G1,2016,F,37.65,140.18,Male,7.4,4.878,63.4921,0.515681544,0,0.866,0.004,0.001,0.002,0.002
8C9|2016,8C9,2016,F,23.76,127.47,Male,9.3,12.4495,9.5238,0.789955048,,,,,,
1H9|2016,1H9,2016,F,29.98,182.42,Male,7.3,23.0769,31.746,0.774314661,0,0,0,0,0,0.002
5J5|2016,5J5,2016,F,42.82,177,Male,6.2,7.6923,1.5873,0.807494002,0.079,0,0,0,0.003,0.004
61D|2016,61D,2016,F,42.05,105.58,Male,21,30.637,17.4603,0.774035756,,,,,,
8B5|2016,8B5,2016,F,38.64,159.94,Male,10.4,37.8378,77.7778,0.785280262,0.762,1.502,0.003,0,0.014,0.016
2C9|2016,2C9,2016,F,13.49,155.87,Male,10.4,27.3428,6.3492,0.805458899,,,,,,
3J2|2016,3J2,2016,F,19.96,190.28,Male,6.4,50,33.3333,0.789414302,,,,,,
6I9|2016,6I9,2016,F,23.45,118.38,Male,6.5,87.1795,87.3016,0.896534607,1.404,3.143,0.002,0.001,0.006,0.003
6J2|2016,6J2,2016,F,44.93,182.88,Male,6.5,50,38.0952,0.825798319,,,,,,
5G7|2016,5G7,2016,F,28.27,243.96,Male,7.4,10.2564,55.5556,0.80795658,0.734,1.331,0,0,0.002,0.002
03J|2016,03J,2016,F,12.98,248.22,Female,18.3,14.9299,67.9487,0.524770901,,,,,,
04Z|2016,04Z,2016,F,38.44,271.85,Male,12.1,67.4194,47.619,0.795098219,,,,,,
0C6|2016,0C6,2016,F,23.45,121.17,Female,10.3,29.5545,14.1026,0.851388675,,,,,,
42L|2016,42L,2016,F,26.99,131.58,Female,16.3,23.5315,33.3333,0.934861516,,,,,,
87K|2016,87K,2016,F,12.4,150.86,Female,17.4,21.926,,,,,,,,
93Z|2016,93Z,2016,F,14.73,250.38,Female,11.3,14.2835,,,,,,,,
9D7|2016,9D7,2016,F,39.71,204.32,Male,9.7,43.1818,26.9841,0.76151386,,,,,,
17L|2016,17L,2016,F,15.19,230.89,Male,17.5,23.4281,32.7586,0.515456895,,,,,,
00J|2017,00J,2017,F,5.8,87.05,Female,18.8,30.78,,,,,,,,
04N|2017,04N,2017,F,22.28,153.76,Female,16.8,88.7324,85.3333,0.819376059,0.688,2.299,0.018,0.018,0.009,0.002
