Find,ID,Year,Group,sdb.ra,vig.ra,sex,age,rank,rank2,rc,outdeg.grm,indeg.grm,eigen.pr,betw.pr,outdeg.agg,indeg.agg
6O7|2017,6O7,2017,KK,15.77,128.41,Female,4.635616438,,,,,,,,,
7O3|2017,7O3,2017,KK,31.74,235.27,Male,4.684931507,,43.75,0.74682834,4.52,4.52,0.109,0.006,0,0
83Z|2017,83Z,2017,KK,20.39,199.37,Female,12.50410959,,13.95348837,0.68473174,2.696,1.979,0.214,0.029,0,0.008
8C9|2017,8C9,2017,KK,18.93,161.37,Male,10.63561644,,12.5,0.746872044,0,0.27,0.096,0.015,0,0.035
8L3|2017,8L3,2017,KK,15.95,166.33,Female,6.720547945,,86.04651163,0.661995372,10.06,10.06,0.144,0.012,0,0.009
8O9|2017,8O9,2017,KK,22.89,286.17,Female,4.838356164,,,,,,,,,
94H|2017,94H,2017,KK,1.2,117.4,Male,19.42465753,,,,,,,,,
9L9|2017,9L9,2017,KK,8.66,112.55,Female,6.638356164,,4.651162791,0.683786086,3.482,3.482,0.103,0.007,0,0
1S8|2017,1S8,2017,KK,11.49,181.01,Male,3.830136986,,,,,,,,,
37V|2017,37V,2017,KK,18.08,173.29,Female,13.59178082,,62.79069767,0.626672153,2.949,2.949,0.155,0.029,0,0.008
62R|2017,62R,2017,KK,3.91,140.87,Female,15.44931507,,90.69767442,0.685219559,3.674,3.674,0.069,0.002,0.011,0
6D6|2017,6D6,2017,KK,27.14,170.05,Female,10.64383562,,44.18604651,0.566089098,2.432,7.876,0.105,0.017,0,0
16R|2017,16R,2017,KK,13.41,142.39,Male,15.52876712,,100,0.903087198,2.79,0.497,0.045,0.018,0.008,0
1E2|2017,1E2,2017,KK,16.03,119.35,Female,10.66849315,,88.37209302,0.682944108,5.355,5.355,0.156,0.029,0.008,0.009
1P4|2017,1P4,2017,KK,21.95,153.66,Female,4.84109589,,,,,,,,,
1R7|2017,1R7,2017,KK,30.92,185.5,Male,3.901369863,,,,,,,,,
2M4|2017,2M4,2017,KK,6.03,152.68,Male,5.701369863,,,,,,,,,
2O7|2017,2O7,2017,KK,14.62,143.3,Female,5.043835616,,,,,,,,,
3F7|2017,3F7,2017,KK,17.08,141.9,Female,9.712328767,,18.60465116,0.683805822,0,0,0.177,0.026,0,0
3P5|2017,3P5,2017,KK,11.97,83.79,Male,4.695890411,,,,,,,,,
4M9|2017,4M9,2017,KK,11.88,196.04,Female,5.736986301,,,,,,,,,
4P6|2017,4P6,2017,KK,13.61,170.13,Female,4.687671233,,,,,,,,,
4R3|2017,4R3,2017,KK,25.49,216.64,Male,3.832876712,,,,,,,,,
51V|2017,51V,2017,KK,6.88,103.25,Female,13.63835616,,46.51162791,0.533923625,3.058,0.14,0.224,0.032,0,0.008
55J|2017,55J,2017,KK,6.46,219.55,Female,18.59726027,,60.46511628,0.534304615,0,1.971,0.049,0.006,0,0
5H4|2017,5H4,2017,KK,18.61,199.41,Female,8.767123288,,100,0.775847611,7.366,7.366,0.159,0.011,0.018,0
5P4|2017,5P4,2017,KK,18.62,155.17,Male,4.553424658,,,,,,,,,
7I8|2017,7I8,2017,KK,29.3,195.35,Female,7.78630137,,58.13953488,0.556194946,7.299,1.633,0.167,0.027,0.009,0
9Q5|2017,9Q5,2017,KK,7.62,171.43,Female,3.797260274,,,,,,,,,
1R1|2017,1R1,2017,KK,36.73,134.69,Female,3.863013699,,,,,,,,,
2C4|2017,2C4,2017,KK,19.87,147.02,Female,11.61369863,,67.44186047,0.611768675,0,2.632,0.079,0.011,0.008,0.008
3Q3|2017,3Q3,2017,KK,23.95,202.22,Female,3.824657534,,,,,,,,,
46Z|2017,46Z,2017,KK,10.61,126.09,Male,12.47123288,,87.5,0.872631676,2.489,2.803,0.072,0.013,0.017,0
49V|2017,49V,2017,KK,8.41,197.55,Female,13.59178082,,51.1627907,0.522276622,8.204,2.764,0.092,0.024,0,0
4Q4|2017,4Q4,2017,KK,20.35,142.47,Female,3.77260274,,,,,,,,,
4R7|2017,4R7,2017,KK,27.66,256.86,Male,3.753424658,,,,,,,,,
5K0|2017,5K0,2017,KK,11.44,137.97,Male,6.64109589,,,,,,,,,
5Q7|2017,5Q7,2017,KK,23.53,211.76,Female,3.84109589,,,,,,,,,
6D9|2017,6D9,2017,KK,7.56,143.55,Female,10.62465753,,41.86046512,0.557971362,5.444,1.109,0.125,0.018,0,0.017
7Q3|2017,7Q3,2017,KK,19.62,205.99,Female,3.819178082,,,,,,,,,
9N6|2017,9N6,2017,KK,28.44,288.49,Female,5.646575342,,,,,,,,,
2C3|2017,2C3,2017,KK,7.81,109.33,Female,11.60273973,,95.34883721,0.729319188,0,0,0.215,0.029,0.009,0.008
2R9|2017,2R9,2017,KK,33.45,246.69,Female,3.684931507,,,,,,,,,
3R9|2017,3R9,2017,KK,36,206.18,Female,3.756164384,,,,,,,,,
1S5|2017,1S5,2017,KK,6.16,172.6,Male,3.863013699,,,,,,,,,
2R0|2017,2R0,2017,KK,2.14,143.23,Male,3.843835616,,,,,,,,,
3O7|2017,3O7,2017,KK,11.43,152.38,Male,4.728767123,,,,,,,,,
3Q9|2017,3Q9,2017,KK,19.24,252.26,Male,3.78630137,,,,,,,,,
00V|2017,00V,2017,V,38.23,199.71,Female,13.51232877,,61.53846154,0.538165846,0,2.61,0.001,0.004,0.004,0.007
04T|2017,04T,2017,V,15.78,160.16,Male,14.62191781,,73.21428571,0.633345334,0,0,0.001,0,0.007,0.007
0M1|2017,0M1,2017,V,8.12,175.24,Male,6.739726027,,91.07142857,0.57976133,0,0.486,0.125,0.083,0.018,0
1B1|2017,1B1,2017,V,26.57,178.45,Male,12.6109589,,53.57142857,0.597790973,0,0,0,0,0.007,0.003
1F2|2017,1F2,2017,V,25.68,176.22,Male,9.580821918,,71.42857143,0.606818937,1.132,0,0,0,0.003,0.003
1I5|2017,1I5,2017,V,18.44,144.44,Female,7.734246575,,41.02564103,0.563604688,0,0.681,0.002,0.006,0.003,0.004
2K3|2017,2K3,2017,V,23.08,199.5,Male,6.715068493,,87.5,0.687093923,0,0,0,0,0.004,0.003
2K5|2017,2K5,2017,V,21.82,158.18,Male,6.534246575,,44.64285714,0.51775127,1.869,0,0.004,0.044,0.007,0
36V|2017,36V,2017,V,22.19,176.65,Male,13.7260274,,3.571428571,0.517739662,0,0,0,0,0,0.003
3I5|2017,3I5,2017,V,25.05,192.53,Male,7.704109589,,7.142857143,0.615675104,0,0.441,0,0,0.007,0.007
4C9|2017,4C9,2017,V,14.63,162.71,Female,11.57534247,,82.05128205,0.640288647,3.477,0.799,0,0.029,0.007,0.01
4G8|2017,4G8,2017,V,26.46,193.63,Male,8.684931507,,64.28571429,0.562082915,0,1.331,0,0,0.01,0.003
4J4|2017,4J4,2017,V,15.14,199.83,Female,7.736986301,,,,,,,,,
4K7|2017,4K7,2017,V,29.72,203.27,Male,6.62739726,,12.5,0.580060571,0.369,0.623,0,0,0.007,0.003
5B0|2017,5B0,2017,V,14.17,139.49,Male,11.48493151,,8.928571429,0.588764559,3.984,0,0,0,0.003,0.011
5C6|2017,5C6,2017,V,16.39,149.77,Female,11.57260274,,74.35897436,0.602129891,0,0,0,0.004,0,0.003
5E6|2017,5E6,2017,V,16.27,190.1,Male,9.712328767,,80.35714286,0.686748076,0.741,0.597,0.029,0.002,0.017,0.003
5E8|2017,5E8,2017,V,20.86,136.66,Female,9.421917808,,28.20512821,0.576562554,0.193,1.293,0.001,0.053,0.004,0.018
5J1|2017,5J1,2017,V,23.77,211.63,Male,7.728767123,,,,,,,,,
5K8|2017,5K8,2017,V,20.85,180.99,Male,6.643835616,,85.71428571,0.588880566,0.364,0,0,0,0.007,0.004
5L4|2017,5L4,2017,V,26.89,213.04,Male,6.520547945,,,,,,,,,
5L7|2017,5L7,2017,V,26.65,199.39,Female,6.723287671,,48.71794872,0.550927846,0,2.152,0.006,0.055,0.003,0.018
61R|2017,61R,2017,V,10.42,192.76,Male,15.50958904,,76.78571429,0.51775127,0.676,0,0.427,0.092,0.007,0
73S|2017,73S,2017,V,28.84,191.93,Male,14.56986301,,19.64285714,0.597796099,0,0,0,0,0.007,0.017
7A2|2017,7A2,2017,V,38.91,219.11,Male,12.70136986,,,,,,,,,
7G1|2017,7G1,2017,V,17.58,192.25,Male,8.731506849,,39.28571429,0.615543227,0,0,0,0,0.007,0.007
9E3|2017,9E3,2017,V,40.33,217.47,Male,9.556164384,,78.57142857,0.517745462,0,0,0,0,0,0
T03|2017,T03,2017,V,14.1,129.68,Female,28.3260274,,,,,,,,,
0E3|2017,0E3,2017,V,20.95,146.68,Male,10.67123288,,,,,,,,,
0G1|2017,0G1,2017,V,16.43,194.2,Male,9.583561644,,55.35714286,0.562230744,0,0.502,0.001,0.013,0.007,0
12E|2017,12E,2017,V,10.75,53.73,Male,22.3890411,,,,,,,,,
14E|2017,14E,2017,V,8.55,111.99,Female,22.52054795,,92.30769231,0.65327133,0,2.826,0.566,0.005,0.019,0
15E|2017,15E,2017,V,17.71,162.13,Female,22.3890411,,30.76923077,0.576404466,0.208,1.133,0.003,0.026,0.003,0.007
19T|2017,19T,2017,V,18.23,130.75,Male,14.62191781,,100,0.589004057,0,0.817,0,0,0.021,0.003
1I7|2017,1I7,2017,V,7.56,176.35,Female,7.761643836,,87.17948718,0.67869142,0.101,0,0.012,0.023,0.007,0.007
1K2|2017,1K2,2017,V,14.69,156.36,Female,7.638356164,,15.38461538,0.61480336,0.138,1.575,0,0.001,0,0.01
2E4|2017,2E4,2017,V,9.25,121.64,Female,10.71232877,,58.97435897,0.525472335,0,0.355,0.169,0,0.003,0.007
2F8|2017,2F8,2017,V,24.74,176.42,Male,9.720547945,,57.14285714,0.589123166,0,0,0,0,0.003,0
2G4|2017,2G4,2017,V,16.78,146.5,Female,8.536986301,,64.1025641,0.589076869,0.987,0.893,0.056,0,0,0.007
2K0|2017,2K0,2017,V,11.86,196.57,Male,6.624657534,,1.785714286,0.651309309,0.789,0,0.01,0.015,0,0.01
2K4|2017,2K4,2017,V,20.75,182.59,Male,6.717808219,,,,,,,,,
2K6|2017,2K6,2017,V,12.67,165.43,Male,6.635616438,,89.28571429,0.669190656,2.215,2.464,0.007,0.098,0.017,0
32Z|2017,32Z,2017,V,20.89,172.8,Male,13.34246575,,94.64285714,0.68708012,4.754,0.548,0.002,0.05,0.02,0
3I6|2017,3I6,2017,V,32.76,217.6,Male,7.704109589,,48.21428571,0.571237879,0,0.044,0,0.009,0.007,0
47Z|2017,47Z,2017,V,6.47,128.6,Female,12.69315068,,46.15384615,0.538132486,0.685,2.538,0.001,0.057,0,0.021
4E2|2017,4E2,2017,V,17.59,179.91,Male,9.671232877,,67.85714286,0.579945766,2.273,3.274,0,0.028,0.013,0
78I|2017,78I,2017,V,22.93,176.1,Female,19.51232877,,,,,,,,,
7C4|2017,7C4,2017,V,24.03,199.62,Female,11.6109589,,38.46153846,0.563761006,0,0,0.025,0.006,0.007,0.014
7K8|2017,7K8,2017,V,18.68,118.68,Female,6.717808219,,76.92307692,0.614634801,0,0.247,0,0,0.003,0.007
85T|2017,85T,2017,V,20.97,180.83,Female,13.63287671,,,,,,,,,
8K1|2017,8K1,2017,V,17.66,190.49,Male,6.706849315,,26.78571429,0.598003582,3.49,0.533,0,0,0,0.003
98J|2017,98J,2017,V,10.69,126.66,Female,18.55342466,,56.41025641,0.65319831,0.179,3.854,0.001,0.02,0,0.017
9C1|2017,9C1,2017,V,11.87,122.89,Female,10.64383562,,84.61538462,0.640267539,0,0.324,0,0.013,0.014,0.014
9E8|2017,9E8,2017,V,21.35,152.08,Female,9.397260274,,66.66666667,0.525480664,1.006,2.814,0.043,0.064,0.007,0
9K9|2017,9K9,2017,V,34.36,172.82,Male,6.649315068,,75,0.526650859,0,0,0,0,0,0.003
0F0|2017,0F0,2017,V,16.78,132.34,Female,9.553424658,,94.87179487,0.69171046,1.074,0.748,0.015,0.016,0.011,0
0J4|2017,0J4,2017,V,10.8,143.73,Male,7.750684932,,35.71428571,0.526720974,1.213,0.468,0,0.016,0.01,0.003
0L4|2017,0L4,2017,V,29.06,171.86,Male,6.673972603,,,,,,,,,
13H|2017,13H,2017,V,21.99,168.06,Female,20.42191781,,,,,,,,,
18I|2017,18I,2017,V,13,166.16,Male,19.34794521,,92.85714286,0.580190255,0,0,0.008,0.018,0.003,0
1G1|2017,1G1,2017,V,17.41,172.1,Female,8.619178082,,71.79487179,0.551011633,0.499,0.087,0.002,0.005,0,0.01
1G4|2017,1G4,2017,V,16.53,134.97,Female,8.750684932,,2.564102564,0.679043715,1.336,0.268,0.001,0.049,0,0.007
1G6|2017,1G6,2017,V,10.98,114.08,Female,8.706849315,,51.28205128,0.525560562,1.546,1.134,0,0,0,0.007
1I6|2017,1I6,2017,V,10.34,169.05,Female,7.602739726,,5.128205128,0.653579335,1.27,0.741,0.003,0.009,0,0.003
25R|2017,25R,2017,V,18,169.04,Male,15.5260274,,69.64285714,0.579840924,3.006,0,0,0.016,0.024,0
2G2|2017,2G2,2017,V,13.9,152.87,Female,8.657534247,,,,,,,,,
2G3|2017,2G3,2017,V,12.43,115.4,Female,8.616438356,,20.51282051,0.58935834,3.768,0,0,0,0.003,0.013
2I3|2017,2I3,2017,V,10.23,129.72,Female,7.720547945,,,,,,,,,
3I9|2017,3I9,2017,V,15.16,196.53,Male,7.668493151,,32.14285714,0.606648317,0,0,0,0,0.007,0.01
3J7|2017,3J7,2017,V,13.07,198.64,Male,7.610958904,,83.92857143,0.704596389,0.938,3.211,0,0,0.024,0.007
3K1|2017,3K1,2017,V,17.49,169.35,Male,6.673972603,,28.57142857,0.517745462,0,1.39,0,0,0,0
4C5|2017,4C5,2017,V,10.5,129.28,Female,11.50958904,,12.82051282,0.678850245,0.156,2.577,0.001,0.102,0,0.014
51Z|2017,51Z,2017,V,27.14,128.35,Female,12.62739726,,17.94871795,0.691317722,0,0.227,0.058,0.043,0.007,0.004
52Z|2017,52Z,2017,V,12.9,173.72,Female,12.64931507,,,,,,,,,
53Z|2017,53Z,2017,V,11.26,96.37,Female,12.62739726,,43.58974359,0.538276024,0.75,0.09,0,0,0,0.003
5L8|2017,5L8,2017,V,18.44,157.13,Female,6.742465753,,,,,,,,,
77I|2017,77I,2017,V,28.75,123.23,Male,19.43287671,,41.07142857,0.51775127,0.239,0.499,0.008,0.03,0.003,0.003
7F5|2017,7F5,2017,V,14.01,180.5,Male,9.6,,5.357142857,0.597905103,0,0,0,0,0,0.003
81O|2017,81O,2017,V,34.35,239.24,Male,16.59726027,,96.42857143,0.71368628,0,2.286,0,0,0.021,0
8D8|2017,8D8,2017,V,6.11,268.93,Male,10.68767123,,,,,,,,,
90T|2017,90T,2017,V,14.16,184.88,Female,13.59178082,,35.8974359,0.564033803,3.045,0.917,0,0.016,0.004,0.014
93T|2017,93T,2017,V,18.33,160.08,Female,13.5890411,,53.84615385,0.550809328,0.513,1.13,0.003,0.035,0.007,0
98K|2017,98K,2017,V,24.45,259.76,Male,18.22465753,,,0.785169857,,,,,,
9I9|2017,9I9,2017,V,37.98,237.56,Male,7.698630137,,46.42857143,0.570991337,2.207,0,0,0,0.003,0
0M3|2017,0M3,2017,V,18.61,181.07,Female,6.643835616,,79.48717949,0.602011878,1.136,0,0.227,0.033,0.003,0.004
0M4|2017,0M4,2017,V,14.57,166.63,Female,6.684931507,,97.43589744,0.742965236,2.308,2.88,0.492,0.043,0.017,0.003
12O|2017,12O,2017,V,16.36,151.48,Male,17.60547945,,82.14285714,0.580056228,4.651,0,0.005,0.015,0.01,0.003
1B0|2017,1B0,2017,V,11.71,162.63,Female,12.58630137,,25.64102564,0.576719148,1.679,1.971,0,0.003,0,0.007
1G0|2017,1G0,2017,V,18.72,226.08,Female,8.663013699,,69.23076923,0.525497355,0,2.247,0,0.023,0,0.014
1K1|2017,1K1,2017,V,11.71,150.46,Female,7.693150685,,100,0.768194465,1.743,0,0.1,0.001,0.013,0
33T|2017,33T,2017,V,28.25,185.81,Male,14.53150685,,60.71428571,0.579852597,2.018,0.111,0,0,0.014,0.01
3D9|2017,3D9,2017,V,14.69,188.48,Female,10.44931507,,33.33333333,0.551075835,2.51,0.757,0,0,0.003,0.01
3H0|2017,3H0,2017,V,13.85,194.54,Female,8.580821918,,23.07692308,0.589208167,1.948,2.617,0,0.037,0.003,0.021
45Z|2017,45Z,2017,V,8.55,134.74,Female,12.59726027,,7.692307692,0.653546601,0,0,0.014,0,0,0.007
51A|2017,51A,2017,V,18.45,120.96,Male,24.51506849,,50,0.526562353,1.343,1.318,0.354,0.057,0.004,0.003
7L8|2017,7L8,2017,V,16.78,240.47,Male,6.621917808,,,,,,,,,
0K0|2017,0K0,2017,V,21.72,209.41,Female,7.673972603,,89.74358974,0.653097484,1.881,0.183,0,0.014,0.007,0.003
0I9|2017,0I9,2017,V,33.52,248.28,Male,7.731506849,,14.28571429,0.57114667,0,0.551,0,0,0.003,0
2K1|2017,2K1,2017,V,16.05,175.51,Female,6.523287671,,10.25641026,0.653238425,2.964,1.515,0,0.002,0,0.014
5D1|2017,5D1,2017,V,12.37,111.34,Male,10.73150685,,,,,,,,,
6B2|2017,6B2,2017,V,42.09,294.62,Male,11.65479452,,,,,,,,,
3E4|2017,3E4,2017,V,6.12,312.24,Male,10.52054795,,,,,,,,,
4G6|2017,4G6,2017,V,26.41,190.02,Male,8.745205479,,16.07142857,0.624296528,0.203,1.105,0,0,0.003,0.006
8J3|2017,8J3,2017,V,19.92,132.57,Male,7.745205479,,23.21428571,0.562083052,2.169,0.369,0,0,0.003,0.003
1D5|2017,1D5,2017,V,25.61,187.1,Male,10.70684932,,51.78571429,0.535467765,0,0,0,0,0.004,0.004
0C7|2017,0C7,2017,V,14.2,156.19,Male,11.64657534,,,,,,,,,
6F1|2017,6F1,2017,V,3.13,191.12,Male,9.42739726,,,,,,,,,
60E|2017,60E,2017,V,38.1,160.54,Male,21.36164384,,,,,,,,,
2D0|2017,2D0,2017,V,7.35,161.8,Male,10.65205479,,,,,,,,,
6B8|2017,6B8,2017,V,13.51,140.76,Male,11.58630137,,,,,,,,,
